dataset,strategy,budget,seed,macro_f1,accuracy,annotation_cost,selection_cost,total_cost,trajectory_type
financial_phrasebank,random,1000,3,0.7222235766668321,0.8233995584988962,95.19999999999999,0.0,95.19999999999999,nested_cumulative
financial_phrasebank,uncertainty_al,50,3,0.35928540204170845,0.6578366445916115,4.76,0.1,4.859999999999999,nested_cumulative
financial_phrasebank,uncertainty_al,100,3,0.6745890263748087,0.7792494481236203,9.52,0.2,9.719999999999999,nested_cumulative
financial_phrasebank,uncertainty_al,250,3,0.6898762793651896,0.7505518763796909,23.799999999999997,0.5,24.299999999999997,nested_cumulative
financial_phrasebank,uncertainty_al,500,3,0.7539635729892384,0.8300220750551877,47.599999999999994,1.0,48.599999999999994,nested_cumulative
financial_phrasebank,uncertainty_al,1000,3,0.7491725163843234,0.8344370860927153,95.19999999999999,2.0,97.19999999999999,nested_cumulative
financial_phrasebank,diversity_al,50,3,0.25353397172822617,0.6136865342163356,4.76,0.15,4.91,nested_cumulative
financial_phrasebank,diversity_al,100,3,0.25353397172822617,0.6136865342163356,9.52,0.3,9.82,nested_cumulative
financial_phrasebank,diversity_al,250,3,0.25353397172822617,0.6136865342163356,23.799999999999997,0.75,24.549999999999997,nested_cumulative
financial_phrasebank,diversity_al,500,3,0.38235911459738886,0.6666666666666666,47.599999999999994,1.5,49.099999999999994,nested_cumulative
financial_phrasebank,diversity_al,1000,3,0.6715154128602241,0.8035320088300221,95.19999999999999,3.0,98.19999999999999,nested_cumulative
financial_phrasebank,hybrid_al,50,3,0.25353397172822617,0.6136865342163356,4.76,0.2,4.96,nested_cumulative
financial_phrasebank,hybrid_al,100,3,0.4872435999941851,0.7350993377483444,9.52,0.4,9.92,nested_cumulative
financial_phrasebank,hybrid_al,250,3,0.7033012636665449,0.7527593818984547,23.799999999999997,1.0,24.799999999999997,nested_cumulative
financial_phrasebank,hybrid_al,500,3,0.7424900334354234,0.8167770419426048,47.599999999999994,2.0,49.599999999999994,nested_cumulative
financial_phrasebank,hybrid_al,1000,3,0.752702497454219,0.8366445916114791,95.19999999999999,4.0,99.19999999999999,nested_cumulative
financial_phrasebank,random,50,4,0.25353397172822617,0.6136865342163356,4.76,0.0,4.76,nested_cumulative
financial_phrasebank,random,100,4,0.46506048823687207,0.6887417218543046,9.52,0.0,9.52,nested_cumulative
financial_phrasebank,random,250,4,0.6272855948015184,0.7748344370860927,23.799999999999997,0.0,23.799999999999997,nested_cumulative
financial_phrasebank,random,500,4,0.6869261520649242,0.7991169977924945,47.599999999999994,0.0,47.599999999999994,nested_cumulative
financial_phrasebank,random,1000,4,0.7070137415827847,0.8123620309050773,95.19999999999999,0.0,95.19999999999999,nested_cumulative
financial_phrasebank,uncertainty_al,50,4,0.4333079926742458,0.7019867549668874,4.76,0.1,4.859999999999999,nested_cumulative
financial_phrasebank,uncertainty_al,100,4,0.7078878674384291,0.7880794701986755,9.52,0.2,9.719999999999999,nested_cumulative
financial_phrasebank,uncertainty_al,250,4,0.7642514878954669,0.8388520971302428,23.799999999999997,0.5,24.299999999999997,nested_cumulative
financial_phrasebank,uncertainty_al,500,4,0.782417761625198,0.8498896247240618,47.599999999999994,1.0,48.599999999999994,nested_cumulative
financial_phrasebank,uncertainty_al,1000,4,0.7623307506019824,0.8410596026490066,95.19999999999999,2.0,97.19999999999999,nested_cumulative
financial_phrasebank,diversity_al,50,4,0.25353397172822617,0.6136865342163356,4.76,0.15,4.91,nested_cumulative
financial_phrasebank,diversity_al,100,4,0.25353397172822617,0.6136865342163356,9.52,0.3,9.82,nested_cumulative
financial_phrasebank,diversity_al,250,4,0.25353397172822617,0.6136865342163356,23.799999999999997,0.75,24.549999999999997,nested_cumulative
financial_phrasebank,diversity_al,500,4,0.35551113462807277,0.6556291390728477,47.599999999999994,1.5,49.099999999999994,nested_cumulative
financial_phrasebank,diversity_al,1000,4,0.7101355820195042,0.8123620309050773,95.19999999999999,3.0,98.19999999999999,nested_cumulative
financial_phrasebank,hybrid_al,50,4,0.25353397172822617,0.6136865342163356,4.76,0.2,4.96,nested_cumulative
financial_phrasebank,hybrid_al,100,4,0.5733862269730275,0.7461368653421634,9.52,0.4,9.92,nested_cumulative
financial_phrasebank,hybrid_al,250,4,0.6393769699664363,0.6600441501103753,23.799999999999997,1.0,24.799999999999997,nested_cumulative
financial_phrasebank,hybrid_al,500,4,0.7381328122505116,0.8101545253863135,47.599999999999994,2.0,49.599999999999994,nested_cumulative
financial_phrasebank,hybrid_al,1000,4,0.7590428040761902,0.8388520971302428,95.19999999999999,4.0,99.19999999999999,nested_cumulative
trec,random,50,0,0.3646720081675394,0.51,4.76,0.0,4.76,nested_cumulative
trec,random,100,0,0.33772787627022155,0.484,9.52,0.0,9.52,nested_cumulative
trec,random,250,0,0.5146387287716777,0.618,23.799999999999997,0.0,23.799999999999997,nested_cumulative
trec,random,500,0,0.6818856814898031,0.714,47.599999999999994,0.0,47.599999999999994,nested_cumulative
trec,random,1000,0,0.7797532083917657,0.788,95.19999999999999,0.0,95.19999999999999,nested_cumulative
trec,uncertainty_al,50,0,0.3054773891958393,0.356,4.76,0.1,4.859999999999999,nested_cumulative
trec,uncertainty_al,100,0,0.46271704389923857,0.502,9.52,0.2,9.719999999999999,nested_cumulative
trec,uncertainty_al,250,0,0.6322549583296372,0.624,23.799999999999997,0.5,24.299999999999997,nested_cumulative
trec,uncertainty_al,500,0,0.7686520329296682,0.768,47.599999999999994,1.0,48.599999999999994,nested_cumulative
trec,uncertainty_al,1000,0,0.7800719915908968,0.782,95.19999999999999,2.0,97.19999999999999,nested_cumulative
trec,diversity_al,50,0,0.15853249475890985,0.274,4.76,0.15,4.91,nested_cumulative
trec,diversity_al,100,0,0.2747365467817116,0.442,9.52,0.3,9.82,nested_cumulative
trec,diversity_al,250,0,0.2891524431062813,0.42,23.799999999999997,0.75,24.549999999999997,nested_cumulative
trec,diversity_al,500,0,0.48900116090043544,0.594,47.599999999999994,1.5,49.099999999999994,nested_cumulative
trec,diversity_al,1000,0,0.6371472575163806,0.748,95.19999999999999,3.0,98.19999999999999,nested_cumulative
trec,hybrid_al,50,0,0.15853249475890985,0.274,4.76,0.2,4.96,nested_cumulative
trec,hybrid_al,100,0,0.2586607079647944,0.368,9.52,0.4,9.92,nested_cumulative
trec,hybrid_al,250,0,0.3431428327981895,0.424,23.799999999999997,1.0,24.799999999999997,nested_cumulative
trec,hybrid_al,500,0,0.616053639988121,0.55,47.599999999999994,2.0,49.599999999999994,nested_cumulative
trec,hybrid_al,1000,0,0.751647505721739,0.742,95.19999999999999,4.0,99.19999999999999,nested_cumulative
trec,random,50,1,0.40127387338363674,0.54,4.76,0.0,4.76,nested_cumulative
trec,random,100,1,0.532537113401335,0.628,9.52,0.0,9.52,nested_cumulative
trec,random,250,1,0.5320716405523928,0.636,23.799999999999997,0.0,23.799999999999997,nested_cumulative
trec,random,500,1,0.552207813433303,0.662,47.599999999999994,0.0,47.599999999999994,nested_cumulative
trec,random,1000,1,0.7511124677791345,0.756,95.19999999999999,0.0,95.19999999999999,nested_cumulative
trec,uncertainty_al,50,1,0.23801704847348235,0.398,4.76,0.1,4.859999999999999,nested_cumulative
trec,uncertainty_al,100,1,0.3778988012904869,0.36,9.52,0.2,9.719999999999999,nested_cumulative
trec,uncertainty_al,250,1,0.47947587270302433,0.408,23.799999999999997,0.5,24.299999999999997,nested_cumulative
trec,uncertainty_al,500,1,0.6229490602911311,0.582,47.599999999999994,1.0,48.599999999999994,nested_cumulative
trec,uncertainty_al,1000,1,0.7682756678774513,0.77,95.19999999999999,2.0,97.19999999999999,nested_cumulative
trec,diversity_al,50,1,0.12435575349244414,0.238,4.76,0.15,4.91,nested_cumulative
trec,diversity_al,100,1,0.2613162340124797,0.422,9.52,0.3,9.82,nested_cumulative
trec,diversity_al,250,1,0.2851268492790209,0.44,23.799999999999997,0.75,24.549999999999997,nested_cumulative
trec,diversity_al,500,1,0.46965196381756075,0.57,47.599999999999994,1.5,49.099999999999994,nested_cumulative
trec,diversity_al,1000,1,0.631757733007733,0.744,95.19999999999999,3.0,98.19999999999999,nested_cumulative
trec,hybrid_al,50,1,0.12435575349244414,0.238,4.76,0.2,4.96,nested_cumulative
trec,hybrid_al,100,1,0.21157763551994746,0.334,9.52,0.4,9.92,nested_cumulative
trec,hybrid_al,250,1,0.2843980225318968,0.468,23.799999999999997,1.0,24.799999999999997,nested_cumulative
trec,hybrid_al,500,1,0.5301540069489626,0.638,47.599999999999994,2.0,49.599999999999994,nested_cumulative
trec,hybrid_al,1000,1,0.6717933554561603,0.796,95.19999999999999,4.0,99.19999999999999,nested_cumulative
trec,random,50,2,0.329532233810098,0.378,4.76,0.0,4.76,nested_cumulative
trec,random,100,2,0.39888056526504917,0.448,9.52,0.0,9.52,nested_cumulative
trec,random,250,2,0.43537193987580497,0.468,23.799999999999997,0.0,23.799999999999997,nested_cumulative
trec,random,500,2,0.7231183426351085,0.734,47.599999999999994,0.0,47.599999999999994,nested_cumulative
trec,random,1000,2,0.7722691697815612,0.768,95.19999999999999,0.0,95.19999999999999,nested_cumulative
trec,uncertainty_al,50,2,0.29488527555807886,0.366,4.76,0.1,4.859999999999999,nested_cumulative
trec,uncertainty_al,100,2,0.15947544171742145,0.232,9.52,0.2,9.719999999999999,nested_cumulative
trec,uncertainty_al,250,2,0.31827370433409663,0.376,23.799999999999997,0.5,24.299999999999997,nested_cumulative
trec,uncertainty_al,500,2,0.4863810770787515,0.552,47.599999999999994,1.0,48.599999999999994,nested_cumulative
trec,uncertainty_al,1000,2,0.688987618246105,0.648,95.19999999999999,2.0,97.19999999999999,nested_cumulative
trec,diversity_al,50,2,0.19676519227720024,0.404,4.76,0.15,4.91,nested_cumulative
trec,diversity_al,100,2,0.2582225537523551,0.418,9.52,0.3,9.82,nested_cumulative
trec,diversity_al,250,2,0.25637961846466406,0.398,23.799999999999997,0.75,24.549999999999997,nested_cumulative
trec,diversity_al,500,2,0.47927777040848124,0.586,47.599999999999994,1.5,49.099999999999994,nested_cumulative
trec,diversity_al,1000,2,0.6420114254819086,0.754,95.19999999999999,3.0,98.19999999999999,nested_cumulative
trec,hybrid_al,50,2,0.19676519227720024,0.404,4.76,0.2,4.96,nested_cumulative
trec,hybrid_al,100,2,0.19653093670708374,0.264,9.52,0.4,9.92,nested_cumulative
trec,hybrid_al,250,2,0.5218328497143692,0.47,23.799999999999997,1.0,24.799999999999997,nested_cumulative
trec,hybrid_al,500,2,0.6563757922628449,0.612,47.599999999999994,2.0,49.599999999999994,nested_cumulative
trec,hybrid_al,1000,2,0.7732065229183379,0.78,95.19999999999999,4.0,99.19999999999999,nested_cumulative
trec,random,50,3,0.3412067146662447,0.48,4.76,0.0,4.76,nested_cumulative
trec,random,100,3,0.38573517309061106,0.502,9.52,0.0,9.52,nested_cumulative
trec,random,250,3,0.533007927326422,0.628,23.799999999999997,0.0,23.799999999999997,nested_cumulative
trec,random,500,3,0.7053826443889792,0.708,47.599999999999994,0.0,47.599999999999994,nested_cumulative
trec,random,1000,3,0.7608789417645755,0.764,95.19999999999999,0.0,95.19999999999999,nested_cumulative
trec,uncertainty_al,50,3,0.2544896078278031,0.412,4.76,0.1,4.859999999999999,nested_cumulative
trec,uncertainty_al,100,3,0.5214972975677578,0.576,9.52,0.2,9.719999999999999,nested_cumulative
trec,uncertainty_al,250,3,0.6151930927055785,0.588,23.799999999999997,0.5,24.299999999999997,nested_cumulative
trec,uncertainty_al,500,3,0.631702293312786,0.604,47.599999999999994,1.0,48.599999999999994,nested_cumulative
trec,uncertainty_al,1000,3,0.7631706880046346,0.756,95.19999999999999,2.0,97.19999999999999,nested_cumulative
trec,diversity_al,50,3,0.14479625763550608,0.26,4.76,0.15,4.91,nested_cumulative
trec,diversity_al,100,3,0.2866553650753275,0.444,9.52,0.3,9.82,nested_cumulative
trec,diversity_al,250,3,0.28511983532724766,0.438,23.799999999999997,0.75,24.549999999999997,nested_cumulative
trec,diversity_al,500,3,0.48149172905453347,0.582,47.599999999999994,1.5,49.099999999999994,nested_cumulative
trec,diversity_al,1000,3,0.6255620106229759,0.738,95.19999999999999,3.0,98.19999999999999,nested_cumulative
trec,hybrid_al,50,3,0.14479625763550608,0.26,4.76,0.2,4.96,nested_cumulative
trec,hybrid_al,100,3,0.16990423498512597,0.3,9.52,0.4,9.92,nested_cumulative
trec,hybrid_al,250,3,0.24121396210226762,0.292,23.799999999999997,1.0,24.799999999999997,nested_cumulative
trec,hybrid_al,500,3,0.5895518917728712,0.528,47.599999999999994,2.0,49.599999999999994,nested_cumulative
trec,hybrid_al,1000,3,0.7844281224802631,0.792,95.19999999999999,4.0,99.19999999999999,nested_cumulative
trec,random,50,4,0.5169908335596229,0.634,4.76,0.0,4.76,nested_cumulative
trec,random,100,4,0.5566755008409693,0.638,9.52,0.0,9.52,nested_cumulative
trec,random,250,4,0.5579401700744582,0.648,23.799999999999997,0.0,23.799999999999997,nested_cumulative
trec,random,500,4,0.5830720400241683,0.682,47.599999999999994,0.0,47.599999999999994,nested_cumulative
trec,random,1000,4,0.7714153601777277,0.776,95.19999999999999,0.0,95.19999999999999,nested_cumulative
trec,uncertainty_al,50,4,0.3285980176865964,0.366,4.76,0.1,4.859999999999999,nested_cumulative
trec,uncertainty_al,100,4,0.47901591294680274,0.592,9.52,0.2,9.719999999999999,nested_cumulative
trec,uncertainty_al,250,4,0.41971257106698356,0.512,23.799999999999997,0.5,24.299999999999997,nested_cumulative
trec,uncertainty_al,500,4,0.6998862550606684,0.712,47.599999999999994,1.0,48.599999999999994,nested_cumulative
trec,uncertainty_al,1000,4,0.7080985799796505,0.666,95.19999999999999,2.0,97.19999999999999,nested_cumulative
trec,diversity_al,50,4,0.21617273591940922,0.38,4.76,0.15,4.91,nested_cumulative
trec,diversity_al,100,4,0.2493673887873673,0.42,9.52,0.3,9.82,nested_cumulative
trec,diversity_al,250,4,0.28680239512648653,0.432,23.799999999999997,0.75,24.549999999999997,nested_cumulative
trec,diversity_al,500,4,0.4640861001018112,0.566,47.599999999999994,1.5,49.099999999999994,nested_cumulative
trec,diversity_al,1000,4,0.6399328901322717,0.752,95.19999999999999,3.0,98.19999999999999,nested_cumulative
trec,hybrid_al,50,4,0.21617273591940922,0.38,4.76,0.2,4.96,nested_cumulative
trec,hybrid_al,100,4,0.27382563863350945,0.43,9.52,0.4,9.92,nested_cumulative
trec,hybrid_al,250,4,0.32762863519240654,0.456,23.799999999999997,1.0,24.799999999999997,nested_cumulative
trec,hybrid_al,500,4,0.5482816093245542,0.648,47.599999999999994,2.0,49.599999999999994,nested_cumulative
trec,hybrid_al,1000,4,0.6806925033924353,0.802,95.19999999999999,4.0,99.19999999999999,nested_cumulative
yelp_polarity,random,50,0,0.34554973821989526,0.528,4.76,0.0,4.76,nested_cumulative
yelp_polarity,random,100,0,0.34554973821989526,0.528,9.52,0.0,9.52,nested_cumulative
yelp_polarity,random,250,0,0.48994020685197154,0.596,23.799999999999997,0.0,23.799999999999997,nested_cumulative
yelp_polarity,random,500,0,0.6619644916720853,0.699,47.599999999999994,0.0,47.599999999999994,nested_cumulative
yelp_polarity,random,1000,0,0.8041513692306257,0.811,95.19999999999999,0.0,95.19999999999999,nested_cumulative
yelp_polarity,uncertainty_al,50,0,0.372597053519785,0.539,4.76,0.1,4.859999999999999,nested_cumulative
yelp_polarity,uncertainty_al,100,0,0.32065217391304346,0.472,9.52,0.2,9.719999999999999,nested_cumulative
yelp_polarity,uncertainty_al,250,0,0.3617538181533685,0.535,23.799999999999997,0.5,24.299999999999997,nested_cumulative
yelp_polarity,uncertainty_al,500,0,0.7208769067158617,0.721,47.599999999999994,1.0,48.599999999999994,nested_cumulative
yelp_polarity,uncertainty_al,1000,0,0.8395326540892767,0.842,95.19999999999999,2.0,97.19999999999999,nested_cumulative
yelp_polarity,diversity_al,50,0,0.3842022848125336,0.545,4.76,0.15,4.91,nested_cumulative
yelp_polarity,diversity_al,100,0,0.3594642592052958,0.534,9.52,0.3,9.82,nested_cumulative
yelp_polarity,diversity_al,250,0,0.6393089341807291,0.684,23.799999999999997,0.75,24.549999999999997,nested_cumulative
yelp_polarity,diversity_al,500,0,0.7952167599568094,0.802,47.599999999999994,1.5,49.099999999999994,nested_cumulative
yelp_polarity,diversity_al,1000,0,0.825979428721174,0.83,95.19999999999999,3.0,98.19999999999999,nested_cumulative
yelp_polarity,hybrid_al,50,0,0.3842022848125336,0.545,4.76,0.2,4.96,nested_cumulative
yelp_polarity,hybrid_al,100,0,0.32065217391304346,0.472,9.52,0.4,9.92,nested_cumulative
yelp_polarity,hybrid_al,250,0,0.5290662533326906,0.619,23.799999999999997,1.0,24.799999999999997,nested_cumulative
yelp_polarity,hybrid_al,500,0,0.5365132161893207,0.592,47.599999999999994,2.0,49.599999999999994,nested_cumulative
yelp_polarity,hybrid_al,1000,0,0.712087912087912,0.738,95.19999999999999,4.0,99.19999999999999,nested_cumulative
yelp_polarity,random,50,1,0.32065217391304346,0.472,4.76,0.0,4.76,nested_cumulative
yelp_polarity,random,100,1,0.7681248244337189,0.773,9.52,0.0,9.52,nested_cumulative
yelp_polarity,random,250,1,0.503448275862069,0.604,23.799999999999997,0.0,23.799999999999997,nested_cumulative
yelp_polarity,random,500,1,0.7599014442609631,0.771,47.599999999999994,0.0,47.599999999999994,nested_cumulative
yelp_polarity,random,1000,1,0.7992017753047165,0.806,95.19999999999999,0.0,95.19999999999999,nested_cumulative
yelp_polarity,uncertainty_al,50,1,0.35486005425792366,0.532,4.76,0.1,4.859999999999999,nested_cumulative
yelp_polarity,uncertainty_al,100,1,0.4031562860388819,0.513,9.52,0.2,9.719999999999999,nested_cumulative
yelp_polarity,uncertainty_al,250,1,0.4344098747846306,0.568,23.799999999999997,0.5,24.299999999999997,nested_cumulative
yelp_polarity,uncertainty_al,500,1,0.7133583101866805,0.716,47.599999999999994,1.0,48.599999999999994,nested_cumulative
yelp_polarity,uncertainty_al,1000,1,0.8401944200715808,0.841,95.19999999999999,2.0,97.19999999999999,nested_cumulative
yelp_polarity,diversity_al,50,1,0.5364411230677247,0.579,4.76,0.15,4.91,nested_cumulative
yelp_polarity,diversity_al,100,1,0.5838497102953752,0.636,9.52,0.3,9.82,nested_cumulative
yelp_polarity,diversity_al,250,1,0.6552262423366453,0.693,23.799999999999997,0.75,24.549999999999997,nested_cumulative
yelp_polarity,diversity_al,500,1,0.8090962083648529,0.813,47.599999999999994,1.5,49.099999999999994,nested_cumulative
yelp_polarity,diversity_al,1000,1,0.8254302226224056,0.829,95.19999999999999,3.0,98.19999999999999,nested_cumulative
yelp_polarity,hybrid_al,50,1,0.5364411230677247,0.579,4.76,0.2,4.96,nested_cumulative
yelp_polarity,hybrid_al,100,1,0.34554973821989526,0.528,9.52,0.4,9.92,nested_cumulative
yelp_polarity,hybrid_al,250,1,0.6580638887233234,0.673,23.799999999999997,1.0,24.799999999999997,nested_cumulative
yelp_polarity,hybrid_al,500,1,0.5498323429644879,0.63,47.599999999999994,2.0,49.599999999999994,nested_cumulative
yelp_polarity,hybrid_al,1000,1,0.8559948158133692,0.856,95.19999999999999,4.0,99.19999999999999,nested_cumulative
yelp_polarity,random,50,2,0.35254529767040554,0.531,4.76,0.0,4.76,nested_cumulative
yelp_polarity,random,100,2,0.44179122991999004,0.532,9.52,0.0,9.52,nested_cumulative
yelp_polarity,random,250,2,0.7938383692815167,0.794,23.799999999999997,0.0,23.799999999999997,nested_cumulative
yelp_polarity,random,500,2,0.8026179204519538,0.807,47.599999999999994,0.0,47.599999999999994,nested_cumulative
yelp_polarity,random,1000,2,0.8180137736991052,0.822,95.19999999999999,0.0,95.19999999999999,nested_cumulative
yelp_polarity,uncertainty_al,50,2,0.34554973821989526,0.528,4.76,0.1,4.859999999999999,nested_cumulative
